a,b,c,d,e,f,g,h,i,l
6.0,167.0,50.168,0.0772,754.1251,0.0279,3.8231,157.0,237.0,210.418
74.3692,85.5482,80.691,0.2958,0.3375,0.5907,0.6619,-104.1394,-96.4604,-99.8774
4.5,83.1834,24.4925,8.6625,148.3542,0.0603,3.0939,-7.431,35.9152,23.0581
4.0,70.0,8.3281,0.0155,68.4583,0.2043,2.2059,217.0,247.0,244.5469
60.3953,82.1085,71.9699,0.8333,1.725,0.3498,1.2316,-108.4668,-82.3676,-96.8948
76.519,103.8217,86.8457,1.1333,3.8333,0.3139,1.4301,-100.4897,-75.5307,-95.5672
4.0,84.0,23.168,0.0258,104.2625,0.081,2.8656,207.0,245.0,236.8086
3.0,135.0,27.7188,0.0744,702.6166,0.0311,3.7258,188.0,250.0,235.6602
3.0,15.0,5.125,0.0044,3.9208,0.3175,1.439,239.0,246.0,244.0391
30.5128,98.0172,70.9504,7.3792,91.5375,0.0613,2.9637,-30.5666,0.3176,-23.5494
6.6498,66.6298,31.3677,4.0667,32.5083,0.1057,2.4567,-85.4825,34.215,-36.4352
6.4348,112.206,42.4737,6.3458,71.7042,0.0735,2.8036,-95.8417,34.6414,-39.5062
3.855,136.929,21.1754,5.2917,138.925,0.2714,2.1187,-6.9039,39.6925,32.9986
5.0,187.0,78.8047,0.0923,883.4042,0.0224,3.9528,151.0,236.0,193.2969
9.8745,104.2517,75.6541,5.525,57.0083,0.0813,2.6944,-71.4387,22.8188,-52.6813
64.695,105.1116,85.9068,2.7792,15.3292,0.1472,2.1253,-20.0152,-7.431,-15.1446
27.0731,98.0172,64.9007,6.3375,67.1042,0.0697,2.8287,-35.4883,8.097,-18.3502
80.3887,88.558,84.2206,0.4,0.575,0.5272,0.821,-100.4897,-93.405,-96.6041
12.0,122.0,47.6953,0.06,383.6125,0.033,3.5835,176.0,235.0,213.3672
1.0,55.0,4.7695,0.013,57.8125,0.2598,1.9573,220.0,249.0,246.5273
2.0,138.0,11.6367,0.0341,324.4042,0.1301,2.7233,192.0,253.0,245.9063
3.64,138.4338,43.2094,10.1333,213.525,0.0652,3.2093,-22.5901,41.7633,21.2112
9.6595,71.5744,23.0287,2.2625,17.3625,0.2014,1.8521,-78.0507,19.8689,-15.9814
5.5749,31.3727,9.3992,1.7667,10.675,0.2836,1.7337,13.5999,35.9152,32.6062
4.0,195.0,79.8555,0.103,1316.2625,0.0217,4.0632,155.0,239.0,196.1289
4.285,47.4964,5.742,0.35,2.6167,0.8566,0.415,13.3639,35.2792,33.969
4.0,121.0,19.6211,0.0302,158.7042,0.0855,2.9024,189.0,250.0,238.8281
8.5846,155.2025,68.6596,10.8708,213.2958,0.0476,3.2589,-18.0396,32.0708,8.7462
9.0,140.0,42.0078,0.0749,671.3083,0.0273,3.8057,173.0,245.0,226.2969
4.0,133.0,25.75,0.044,305.975,0.0509,3.3119,178.0,250.0,235.8633
3.0,7.0,3.0859,0.0003,0.0958,0.8823,0.2491,245.0,249.0,247.0508
40.402,80.8186,60.9975,1.8,6.7333,0.2148,1.7627,-94.3734,-63.2422,-85.3542
1.0,40.0,3.8828,0.0106,26.125,0.1943,2.0533,232.0,252.0,249.1836
4.715,94.7925,35.0602,10.8208,211.8292,0.0462,3.3051,14.5413,41.1441,30.5744
75.0141,103.3918,88.7192,1.6833,6.0583,0.2157,1.7233,-106.2813,-75.1155,-97.4645
7.0,95.0,17.0156,0.0228,84.4333,0.1009,2.7056,193.0,239.0,232.7109
83.8284,100.597,93.4799,1.3583,4.2583,0.253,1.586,-109.0203,-95.3502,-104.8254
3.0,93.0,15.2617,0.0366,214.025,0.0626,3.126,209.0,252.0,244.2734
7.9397,150.0429,43.8963,11.6958,244.8875,0.0416,3.365,-18.6017,32.2862,11.8212
9.0,171.0,87.6211,0.0924,840.9417,0.0238,3.8794,153.0,231.0,187.6367
10.0,84.0,31.4102,0.0476,261.8625,0.0396,3.4133,215.0,243.0,233.6133
84.2583,109.4113,94.2147,1.5292,5.0125,0.2308,1.655,-103.6105,-78.9021,-95.2745
48.5713,105.3266,80.2711,2.9083,14.4333,0.1426,2.1172,-112.4037,-54.8014,-93.0046
10.5195,99.0921,47.9432,6.8083,75.0667,0.065,2.8747,-22.302,30.5569,1.5543
9.2296,70.0695,39.4136,4.5125,39.9375,0.0987,2.562,-94.3734,27.7162,-46.2436
68.5646,83.3984,77.4268,0.5958,0.9458,0.4202,1.0147,-108.4668,-79.33,-98.0418
24.7083,75.6591,46.7658,4.4583,33.75,0.0944,2.5141,-19.4484,14.7759,-3.2434
9.0,184.0,71.3477,0.0987,1027.7041,0.0229,3.95,166.0,246.0,210.6055
7.0,130.0,21.7852,0.0304,156.4167,0.0832,2.9435,203.0,246.0,238.5508
11.0,152.0,66.7578,0.1063,1139.9873,0.0205,4.0568,178.0,242.0,212.2383
36.9623,124.245,76.0529,4.375,35.8917,0.1,2.5068,-94.8607,-4.5511,-34.6326
46.8515,78.6688,67.6426,1.5917,4.525,0.2197,1.6308,-97.9544,-53.7371,-82.028
9.2296,77.3789,44.0592,7.5417,101.4,0.0601,2.9965,-14.1561,30.3397,2.5608
2.0,155.0,46.6445,0.0426,238.0792,0.0498,3.317,191.0,247.0,225.1328
6.0,199.0,74.3047,0.0856,861.6916,0.0239,3.8904,159.0,239.0,197.3828
5.0,137.0,34.8633,0.0884,1017.95,0.0266,3.8574,195.0,250.0,233.457
13.5292,84.9033,52.3108,9.6125,141.4375,0.0487,3.153,-14.7056,27.0552,4.2417
8.0,116.0,38.3242,0.0735,582.7875,0.0275,3.7551,186.0,245.0,227.1836
32.4477,89.2029,59.5497,2.9167,15.5417,0.135,2.165,-28.1619,-9.0217,-20.2064
7.0,229.0,87.8516,0.1242,1691.567,0.0178,4.1903,148.0,237.0,194.9102
4.0,160.0,41.6055,0.0551,539.5708,0.074,3.303,139.0,236.0,201.6289
76.304,86.8381,82.2882,0.4208,0.5125,0.5098,0.7628,-98.9616,-91.0187,-95.1608
44.0567,124.89,81.5325,10.2833,180.2,0.0458,3.2622,-27.8638,-3.5153,-14.1268
2.0,87.0,17.0938,0.0486,355.2625,0.0544,3.3643,207.0,247.0,238.25
1.0,2.0,1.7109,0.0004,0.1125,0.8003,0.3517,249.0,255.0,251.5156
5.5749,99.7371,42.2478,10.9542,202.4042,0.0422,3.3333,8.8237,35.2792,23.121
4.0,179.0,62.2539,0.0854,905.2333,0.0265,3.8757,153.0,238.0,204.3789
1.0,166.0,31.7773,0.0781,1016.4209,0.0425,3.7059,196.0,253.0,238.5742
12.0,172.0,84.2109,0.073,547.5917,0.0275,3.7418,159.0,238.0,199.3672
9.0,165.0,63.1211,0.1005,1057.4541,0.0217,3.9946,177.0,244.0,214.7266
5.0,170.0,26.0703,0.0656,677.475,0.0358,3.6136,177.0,240.0,229.3398
5.0,150.0,59.4922,0.0951,909.2542,0.0236,3.9046,175.0,244.0,211.6484
3.64,47.9264,6.78,1.7375,18.8542,0.4435,1.4491,22.1418,41.7633,39.1503
3.64,76.734,14.6957,4.8292,79.1292,0.18,2.3955,22.1418,41.7633,37.4859
82.3235,87.6981,85.1805,0.1583,0.1583,0.7335,0.4369,-100.4897,-93.405,-97.274
35.0274,164.4467,91.5283,9.85,169.5,0.0484,3.2176,-59.1408,9.5477,-10.7001
3.64,90.7078,9.7947,1.9208,34.2792,0.6242,1.0969,-0.6967,39.9005,37.485
4.5,39.3271,7.6466,1.4292,8.5542,0.3477,1.5301,29.9047,40.9373,38.6698
55.6657,127.0398,83.7041,8.975,146.5917,0.0524,3.1605,-25.2057,-9.5551,-16.7857
3.0,81.0,12.9961,0.025,105.0875,0.0889,2.8225,206.0,251.0,243.0625
6.2198,79.9587,34.757,7.7417,103.55,0.0594,3.002,-14.7056,33.7879,12.9126
43.8417,66.4148,55.2484,1.2667,3.5083,0.2666,1.5089,-99.4687,-72.6526,-91.3158
2.0,94.0,22.1484,0.0447,262.8,0.0462,3.3585,209.0,252.0,240.9336
5.0,203.0,44.6094,0.0976,1097.5084,0.0219,4.0278,167.0,240.0,220.2891
3.0,95.0,16.8359,0.0444,318.5291,0.0528,3.3181,204.0,251.0,242.5898
3.0,127.0,24.9609,0.031,153.3417,0.0832,2.9498,200.0,249.0,238.6367
9.0,149.0,52.8516,0.069,545.2167,0.0307,3.6996,160.0,236.0,207.9727
6.2198,96.5123,66.288,5.65,55.7583,0.0777,2.7298,-16.3644,33.7879,-7.1531
44.7016,121.6652,89.9227,7.3292,86.3542,0.0616,2.9126,-41.5433,-11.4349,-24.5329
12.4543,96.7273,72.5385,4.9833,49.2833,0.0902,2.6247,-21.1547,29.687,-10.2919
2.0,26.0,3.2188,0.0018,4.5458,0.7206,0.631,239.0,251.0,249.3672
62.9751,121.2353,89.5783,4.1917,31.325,0.1015,2.4727,-83.6927,-27.8638,-50.0198
5.3599,77.1639,28.761,6.325,78.5917,0.0725,2.8628,-4.2916,34.215,19.7159
1.0,162.0,19.5078,0.0475,646.5125,0.2263,2.4817,198.0,253.0,244.3008
4.0,130.0,36.7695,0.0633,486.5083,0.0341,3.6299,182.0,241.0,222.2852
4.0,97.0,24.6758,0.0428,270.8708,0.0532,3.2816,205.0,247.0,236.5742
6.0,100.0,14.1758,0.0151,63.1792,0.221,2.1706,199.0,244.0,239.6602
5.3599,71.7894,27.0874,3.7792,28.7708,0.1144,2.3996,-90.0778,35.4914,-12.573
4.0,26.0,6.0469,0.0042,6.125,0.3643,1.3269,219.0,239.0,233.8672
3.0,139.0,28.9805,0.0644,591.0958,0.0428,3.5926,186.0,245.0,229.5313
3.855,65.3399,16.0964,3.6417,50.825,0.3105,1.9645,-44.4983,39.0675,23.0608
1.0,18.0,2.5508,0.0075,13.7,0.2738,1.7494,243.0,253.0,251.1523
6.2198,71.7894,21.9673,4.7583,49.8417,0.1058,2.5818,-3.5153,34.0016,21.4711
12.0,174.0,70.9336,0.0953,957.6626,0.0219,3.9634,159.0,234.0,203.3008
5.0,179.0,68.2656,0.0853,886.5667,0.0256,3.9162,158.0,238.0,200.4766
18.4738,76.949,45.1576,4.0208,31.9542,0.1068,2.4676,-86.3875,0.3176,-55.8531
4.0,148.0,32.0625,0.0608,546.9709,0.0388,3.5703,155.0,237.0,218.5234
10.0,175.0,64.9063,0.0679,514.4625,0.0288,3.724,164.0,243.0,210.9141
29.6529,69.4246,44.6537,1.7667,6.65,0.2097,1.7675,-96.4604,-8.2246,-46.3438
42.5518,70.0695,55.7363,1.6,4.6333,0.2175,1.6371,-90.0778,-61.3626,-76.6461
73.5092,92.4277,85.3669,0.6167,1.05,0.4169,1.0465,-99.978,-84.5843,-93.9582
9.0,93.0,27.9414,0.0437,219.425,0.0438,3.3285,202.0,243.0,231.6133
7.0,171.0,73.6289,0.08,740.1833,0.0255,3.8339,151.0,236.0,193.3711
73.0793,86.8381,82.7417,0.4958,0.6875,0.4623,0.9026,-95.8417,-79.7594,-90.4436
20.1937,88.773,61.4366,5.3875,51.9208,0.0813,2.6994,-1.4611,21.6893,4.2844
4.0,110.0,25.8867,0.0375,217.5208,0.0594,3.1677,173.0,237.0,223.5117
8.7996,91.9977,68.8384,6.1292,81.8042,0.0769,2.7871,-13.8821,32.2862,-7.7101
4.0,182.0,64.0859,0.0945,919.7751,0.0215,3.9708,151.0,238.0,200.8906
7.0,72.0,15.8477,0.019,73.6167,0.129,2.5177,210.0,245.0,239.6445
26.8581,68.5646,52.5955,1.8917,10.0,0.2267,1.8374,-93.8882,-9.5551,-69.138
4.0,36.0,8.7266,0.0098,23.9333,0.2362,1.9463,222.0,241.0,237.9102
4.07,58.6755,7.1033,1.6417,25.8417,0.4512,1.3328,15.2443,38.4406,36.7494
7.0,120.0,38.2266,0.0648,459.1791,0.0311,3.6472,193.0,247.0,229.3086
3.64,51.796,8.9852,2.5333,22.9,0.2719,1.9227,24.3897,39.4844,37.1076
1.0,167.0,10.0195,0.0222,254.6292,0.3353,1.8188,186.0,249.0,244.7969
38.4672,73.2943,60.1703,2.3875,10.2792,0.1572,1.9907,-93.405,-52.3305,-83.6113
83.6134,97.5872,90.5928,1.1792,3.0208,0.2788,1.4584,-100.4897,-78.4757,-90.8596
19.9787,92.6426,62.5645,7.2542,93.8458,0.0628,2.9714,-15.2567,23.044,-3.6174
7.5097,103.3918,32.8759,7.5875,100.9875,0.0597,2.9756,-68.6495,28.8133,-1.5838
24.0633,90.7078,69.1441,6.3292,67.7542,0.0692,2.8122,-18.0396,7.6109,-10.6915
3.4251,50.0762,8.2798,2.9042,32.2208,0.2396,2.0188,27.4961,43.2015,40.8101
3.4251,87.2681,11.1636,4.0833,56.6083,0.19,2.2742,19.8689,42.5862,39.2063
5.0,169.0,39.3125,0.072,868.6791,0.0431,3.6115,77.0,237.0,203.2266
2.0,196.0,32.7188,0.088,1245.0417,0.0296,3.8102,176.0,250.0,234.0039
4.07,61.6852,15.4372,5.8875,92.4625,0.1044,2.695,25.282,41.5571,38.0152
26.2132,74.7991,48.4596,2.6583,11.9,0.1442,2.0507,-80.6227,-9.5551,-44.5611
2.0,93.0,15.6523,0.0453,326.0833,0.0637,3.2452,205.0,249.0,241.0391
65.1249,72.8643,68.5747,0.2917,0.3333,0.5946,0.6575,-106.8235,-96.4604,-103.0566
72.2194,87.913,80.4407,0.7292,1.3292,0.3818,1.1299,-113.5563,-97.9544,-106.8059
10.0,184.0,84.5586,0.0981,1073.5375,0.0215,4.0272,151.0,237.0,193.4531
6.0,141.0,51.9727,0.0799,709.2292,0.0259,3.8191,162.0,237.0,208.5352
84.6883,100.812,92.8979,1.1583,3.0083,0.2802,1.4519,-110.6983,-92.4445,-100.5983
11.8094,87.2681,60.8438,7.2042,90.8958,0.0621,2.9534,-9.0217,28.5944,-0.9508
6.0,153.0,33.4023,0.0601,458.5625,0.0359,3.5863,184.0,245.0,229.9297
4.715,104.8966,19.2195,7.0875,125.0375,0.0859,2.8635,12.1793,36.971,31.9954
76.519,115.8607,95.3139,1.7542,5.7708,0.2022,1.7395,-108.4668,-66.693,-87.9501
3.64,32.6626,6.617,1.4833,9.8417,0.365,1.5353,30.7739,40.9373,39.1343
19.9787,95.8674,47.1051,6.2125,60.9792,0.0706,2.7732,-22.302,19.1819,-2.1539
48.7863,113.7109,83.7763,3.2667,21.1667,0.1276,2.2809,-115.9012,-48.1916,-94.4526
4.5,42.1218,7.3796,1.3458,11.8458,0.4857,1.2879,25.5045,36.3381,34.8286
2.0,37.0,3.9688,0.0073,22.9667,0.3842,1.544,231.0,254.0,251.2969
52.441,81.6786,69.1962,1.5375,4.1375,0.233,1.5761,-106.2813,-86.3875,-98.2454
2.0,2.0,2.0,0.0,0.0,1.0,0.0,249.0,250.0,249.6406
5.1449,111.5611,52.7408,5.6208,51.2708,0.0774,2.7059,-102.5603,36.1268,-55.268
7.0,142.0,52.8789,0.0869,792.8376,0.0244,3.8633,173.0,247.0,220.8047
9.8745,95.4374,43.5167,7.6208,91.4458,0.0591,2.9667,-4.0324,29.9047,10.2865
79.3138,110.7011,92.9954,1.9583,7.725,0.1875,1.8585,-101.0037,-77.2051,-89.7033
8.7996,91.5677,54.6353,5.9625,62.2625,0.0797,2.7326,-0.4426,32.5014,10.651
16.754,85.5482,49.7999,4.3708,35.9375,0.104,2.4682,-99.978,-3.2572,-66.6933
5.1449,22.9884,8.9373,1.3333,6.15,0.3373,1.5345,-17.1999,36.971,25.9101
78.8838,97.8022,87.1321,1.0583,2.4833,0.2953,1.3783,-103.0842,-89.6102,-97.8152
34.8125,109.1963,66.0773,7.9042,100.7875,0.0563,3.0113,-30.264,-1.4611,-21.9081
6.0048,90.0629,28.2227,7.9,114.625,0.0591,3.0285,4.1733,33.7879,25.0489
46.4215,104.6816,72.1597,1.9875,8.9042,0.193,1.8826,-101.0037,-52.3305,-83.5376
4.715,140.1537,34.4379,10.5417,240.4083,0.0523,3.2781,-4.0324,40.9373,28.4727
3.0,136.0,16.9258,0.0441,333.4041,0.0585,3.2861,187.0,247.0,236.8281
3.0,68.0,13.457,0.0243,89.3167,0.0888,2.8013,220.0,249.0,243.957
11.0,205.0,101.9063,0.1196,1517.5291,0.0189,4.1189,119.0,233.0,174.2461
76.304,84.6883,79.8756,0.2542,0.2958,0.6334,0.6135,-110.6983,-102.5603,-106.0314
22.3435,145.9582,81.1,11.0,200.575,0.0432,3.3168,-77.2051,22.3677,-27.1286
1.0,2.0,1.8945,0.0003,0.0667,0.8756,0.2449,249.0,252.0,250.3477
4.0,99.0,23.6602,0.0414,313.9875,0.0876,3.0892,193.0,249.0,236.5078
3.64,36.7473,10.6093,2.0542,13.0125,0.315,1.7345,-30.8697,41.5571,27.6634
3.0,88.0,15.9805,0.0278,165.3875,0.1412,2.6531,200.0,250.0,240.9492
3.0,61.0,8.0391,0.0122,30.9792,0.1725,2.1759,222.0,246.0,243.6758
7.0,145.0,39.4883,0.0745,641.6083,0.0295,3.75,191.0,246.0,228.8242
5.0,153.0,45.6563,0.0884,1035.2167,0.0282,3.8879,164.0,241.0,216.1875
62.7601,90.2778,73.4563,1.7042,5.5042,0.2129,1.6938,-101.0037,-68.2559,-86.4259
24.0633,93.2876,61.0487,7.1792,83.5125,0.0617,2.9317,-11.9758,10.0289,-3.4186
78.8838,90.2778,84.9982,0.4625,0.5958,0.4823,0.8485,-99.4687,-90.0778,-95.9387
8.0,160.0,66.6836,0.0861,814.446,0.0237,3.8993,169.0,246.0,213.7773
2.0,120.0,16.082,0.0413,392.1208,0.0961,2.9945,204.0,250.0,242.0039
44.9166,84.2583,66.0478,1.7875,8.3875,0.2227,1.7897,-106.2813,-80.1903,-97.8362
7.5097,87.913,28.0254,7.4917,110.8833,0.0654,2.9793,-6.1162,32.2862,20.0146
5.7899,93.5026,24.1112,5.4833,77.8917,0.1119,2.6489,-6.3784,33.3599,25.0633
4.715,103.1768,23.9727,10.3667,189.3917,0.0467,3.2713,16.6431,40.9373,33.3289
5.0,78.0,17.043,0.0299,140.3542,0.0764,2.9614,195.0,238.0,230.6953
4.07,44.2717,5.9729,0.8,7.1,0.6724,0.8649,15.945,38.0217,34.6551
78.2388,96.9423,84.4178,1.1542,3.3375,0.2906,1.4631,-100.4897,-85.0325,-94.0217
11.0,153.0,54.9297,0.0918,880.5958,0.0237,3.9148,184.0,243.0,220.7422
2.0,3.0,2.3906,0.0005,0.1208,0.7875,0.3686,249.0,252.0,250.1445
4.0,127.0,26.6719,0.0559,403.9792,0.0361,3.5378,167.0,234.0,220.6367
7.0,179.0,50.6641,0.0767,687.8125,0.026,3.8365,160.0,241.0,213.8125
4.0,199.0,61.0703,0.075,674.8499,0.0306,3.7775,155.0,240.0,204.8398
65.9849,85.5482,76.603,0.9875,2.3792,0.3133,1.3593,-105.7418,-82.3676,-96.5193
76.519,87.2681,82.1018,0.4625,0.6542,0.4832,0.8815,-105.7418,-94.8607,-100.3349
4.07,21.9135,5.7882,0.8208,4.6208,0.5356,1.083,35.9152,41.7633,40.5009
23.8484,119.9454,65.5566,7.175,89.7667,0.0638,2.9432,-17.4794,24.3897,-3.9093
27.0,190.0,105.0703,0.1127,1334.292,0.0197,4.099,155.0,223.0,183.8086
10.0,161.0,60.4297,0.0745,589.8209,0.0266,3.7788,170.0,243.0,213.9102
2.0,247.0,76.5078,0.1079,2089.8503,0.0884,3.547,166.0,247.0,214.0273
4.07,57.3856,8.6082,1.7417,19.6667,0.5506,1.2543,3.9254,41.1441,36.4174
1.0,4.0,1.2266,0.0011,0.3458,0.6255,0.6486,250.0,252.0,251.5586
3.0,66.0,14.5156,0.0231,71.3042,0.0846,2.7558,220.0,251.0,242.9453
5.0,169.0,60.9102,0.0964,1006.0501,0.022,3.9976,155.0,237.0,202.3008
3.0,136.0,16.6445,0.0423,317.1708,0.0553,3.2298,189.0,251.0,242.1953
10.0,214.0,77.7266,0.1361,2022.2292,0.0168,4.241,168.0,242.0,208.9375
5.0,115.0,30.4648,0.0706,579.8751,0.0326,3.6971,198.0,249.0,234.2422
16.9689,58.6755,40.9075,3.0208,18.2875,0.1375,2.1754,-60.618,20.7812,-16.1559
11.0,157.0,65.6172,0.0945,922.4584,0.0237,3.9493,160.0,231.0,199.9414
1.0,63.0,12.1055,0.0347,209.3375,0.1047,2.909,217.0,249.0,242.3125
69.2096,89.4179,78.8594,0.6042,0.8375,0.4232,0.9679,-97.9544,-87.2993,-92.0156
4.0,89.0,9.9727,0.0184,100.0833,0.1507,2.3928,193.0,240.0,236.6875
5.0,158.0,31.5781,0.0773,867.2499,0.0316,3.77,172.0,248.0,229.6406
1.0,8.0,2.0742,0.0016,1.0417,0.5978,0.7845,242.0,247.0,245.3242
5.1449,20.8386,6.9907,0.6042,2.1042,0.5037,1.0168,1.0746,36.5493,33.3691
3.0,187.0,86.0547,0.0756,624.3583,0.0265,3.7939,150.0,239.0,189.0586
4.285,81.0336,28.976,8.6833,134.2083,0.055,3.1194,18.2624,41.5571,32.323
4.07,73.0793,15.4758,6.6208,109.0625,0.1035,2.7844,20.0973,42.3808,37.309
17.0,184.0,108.1953,0.0688,522.4084,0.03,3.6742,157.0,230.0,178.6992
7.0,201.0,121.0664,0.0758,676.35,0.0275,3.7934,77.0,237.0,154.6992
1.0,65.0,7.1328,0.0211,99.3042,0.1341,2.5457,219.0,249.0,244.8516
5.3599,28.7929,10.9016,1.6958,6.6875,0.2331,1.7197,-36.1145,36.7603,16.6078
8.7996,116.9356,85.1737,4.3083,42.6167,0.1073,2.5205,-8.4899,33.5741,-2.6521
2.0,28.0,3.7773,0.0038,5.9,0.3943,1.2654,236.0,252.0,248.6445
5.0,137.0,15.1875,0.0257,188.0417,0.1494,2.5417,193.0,249.0,243.1992
46.2065,86.1932,61.4282,1.725,5.325,0.2258,1.6597,-81.929,-51.981,-64.418
42.0,159.0,101.8555,0.0615,375.9,0.0316,3.6002,191.0,224.0,201.5898
4.0,51.0,11.3711,0.0146,38.8083,0.1375,2.3755,223.0,245.0,241.5508
61.2553,110.7011,84.4523,3.6708,22.6542,0.1099,2.3459,-95.3502,-46.1656,-69.7917
3.0,170.0,25.4219,0.0544,517.7584,0.0661,3.3623,185.0,253.0,238.2422
7.9397,48.7863,20.7169,1.75,7.8167,0.2291,1.7824,-79.7594,30.7739,-11.1662
32.8776,84.6883,58.0977,2.1875,10.5958,0.1844,1.955,-80.6227,-24.3292,-62.3397
21.2686,104.0367,59.7806,5.9083,56.9417,0.0733,2.7582,-23.7475,18.2624,-7.4315
6.4348,59.5354,21.5885,4.8292,52.1792,0.1035,2.6197,0.0646,33.1456,23.6503
8.5846,65.7699,36.5693,5.9083,56.0083,0.0815,2.7045,-86.8425,26.8344,-41.616
3.2101,58.6755,6.5524,1.7875,21.2458,0.4485,1.4284,25.0593,43.2015,41.021
5.1449,61.0403,11.6549,3.2292,38.6042,0.2142,2.1282,5.4082,34.215,30.6186
7.0,115.0,30.7227,0.0492,327.5625,0.0499,3.3836,187.0,245.0,229.8906
1.0,2.0,1.5781,0.0004,0.1042,0.8134,0.3341,247.0,249.0,248.0742
6.0,160.0,47.332,0.0836,777.975,0.0247,3.8945,176.0,240.0,218.8516
2.0,199.0,42.4883,0.0694,1214.4458,0.138,3.0202,168.0,248.0,229.2031
5.1449,92.6426,37.9675,8.7458,148.4792,0.0596,3.0896,-58.7739,38.0217,-14.815
5.0,179.0,32.0039,0.0635,671.1791,0.0465,3.5064,158.0,240.0,225.4648
38.8971,85.9782,60.3231,3.2458,19.0125,0.1241,2.2546,-86.8425,-42.8494,-63.9598
8.0,176.0,66.5781,0.0909,856.1791,0.0226,3.9287,154.0,238.0,204.1563
4.285,139.0788,55.9664,12.3583,315.1667,0.0509,3.363,-4.5511,40.1082,18.4048
28.363,86.6232,65.6859,4.55,35.45,0.0936,2.5174,-11.9758,9.7885,-8.1429
8.0,152.0,41.9141,0.0559,383.0833,0.0389,3.5219,158.0,238.0,214.8828
9.0,178.0,103.9961,0.1142,1293.8959,0.0186,4.1176,151.0,232.0,176.5898
7.0,52.0,20.4023,0.0317,116.7208,0.0561,3.0741,210.0,236.0,227.7109
7.0,118.0,41.1797,0.0486,274.5833,0.0395,3.4183,135.0,233.0,199.1094
4.0,191.0,81.0234,0.0869,787.4542,0.0257,3.8711,150.0,237.0,190.6914
8.0,101.0,39.5117,0.0773,621.4417,0.0265,3.8014,200.0,246.0,228.793
50.2912,68.9946,64.2087,0.325,0.425,0.5768,0.7174,-106.8235,-91.9673,-102.8785
4.0,83.0,26.4609,0.0546,333.4792,0.0344,3.5441,204.0,241.0,228.9258
9.0,160.0,57.8633,0.0958,1021.3251,0.022,3.9876,175.0,237.0,214.5625
3.0,107.0,20.918,0.0553,427.6792,0.0407,3.4887,203.0,249.0,238.6797
3.855,132.1994,38.5957,11.4875,277.3542,0.0725,3.2431,-0.9511,42.7915,28.2149
5.7899,46.4215,14.2993,3.5292,29.3542,0.1519,2.3053,-68.6495,33.7879,10.4336
79.0988,92.8576,85.4827,0.6208,1.1458,0.4234,1.0534,-97.4542,-78.9021,-89.6301
13.0,168.0,77.4258,0.0474,253.6792,0.0395,3.4025,55.0,217.0,146.25
4.9299,46.2065,18.2244,3.0,20.8917,0.1461,2.2066,1.5776,33.7879,25.2266
6.0,135.0,56.3633,0.0805,749.2582,0.0265,3.855,165.0,241.0,208.1563
7.0,113.0,17.457,0.0239,137.1042,0.124,2.6353,186.0,246.0,238.5273
9.0,178.0,73.6563,0.1188,1567.1584,0.0197,4.1249,169.0,247.0,211.3828
72.0044,84.9033,78.4278,0.2458,0.2708,0.6367,0.592,-97.4542,-75.1155,-89.3359
7.0,206.0,80.8594,0.1137,1413.9001,0.0207,4.0714,153.0,239.0,198.2578
65.9849,92.4277,78.5899,1.5583,5.65,0.2349,1.6877,-102.039,-75.1155,-91.5002
6.8648,124.46,38.1657,8.5292,179.0208,0.0908,2.9652,-23.7475,30.7739,10.3989
72.2194,89.6329,82.4671,0.6417,1.1,0.4057,1.068,-100.4897,-72.6526,-91.8774
10.0,141.0,54.4648,0.057,375.0458,0.0343,3.563,175.0,242.0,215.2383
2.0,161.0,58.5898,0.0895,1040.7209,0.0273,3.8755,193.0,250.0,224.4844
53.9459,86.8381,71.1469,1.6875,6.3292,0.2168,1.7474,-99.978,-75.9472,-88.1712
5.1449,91.7827,56.8548,6.7792,74.7875,0.0658,2.8596,-5.332,33.5741,5.646
69.6396,85.9782,77.5989,0.7667,1.4833,0.3653,1.1758,-110.6983,-92.4445,-103.7479
22.9884,68.3497,49.7453,3.2,16.7083,0.1346,2.146,-96.4604,-21.7274,-76.0222
6.0,181.0,73.2891,0.0972,1046.5958,0.0217,4.0206,152.0,234.0,194.8008
3.0,79.0,20.7734,0.0305,138.15,0.0767,2.9741,196.0,241.0,229.9492
84.0434,101.6719,89.9117,0.7833,1.65,0.3666,1.1955,-101.0037,-86.3875,-94.656
16.539,60.8253,34.6999,2.0542,7.5375,0.1786,1.8526,-71.4387,6.3904,-28.3575
14.3891,98.2322,64.3893,6.3083,77.3667,0.0756,2.8063,-27.2694,19.1819,-7.6649
50.9361,121.8802,87.5738,5.6833,52.825,0.0784,2.692,-33.9336,-9.5551,-26.0201
9.0,168.0,61.2461,0.0965,1016.0208,0.0231,3.9787,160.0,237.0,206.957
6.0,67.0,19.332,0.0296,113.5667,0.0651,2.9789,221.0,246.0,239.7344
9.2296,32.0177,16.0788,0.6333,1.2667,0.4208,1.0594,-55.1578,18.9525,-3.5659
34.1675,101.4569,71.3963,5.7458,57.5208,0.0763,2.7265,-17.7593,5.4082,-8.4265
8.0,173.0,72.4102,0.0946,995.6042,0.0213,3.9913,168.0,238.0,204.6719
3.0,169.0,57.9648,0.0844,802.8417,0.0263,3.8562,153.0,237.0,203.0938
9.0,182.0,64.7305,0.1194,1549.0294,0.0185,4.1812,175.0,240.0,214.168
